Date,cityAccidente,countryAccidente,Operator,cityOrigen,cityDestino,Type,Aboard,Fatalities,Ground,latAccidente,lonAccidente,latDestino,lonDestino,latOrigen,lonOrigen
6/10/1976, Bridgetown, Barbados,Cubana de Aviacion,New Delhi,London,McDonnell Douglas DC-8-43,73,73,0,13.1018264,-59.618848,51.5073219,-0.1276474,28.6138967,77.2159562
3/9/1976, Azores, Portugal,Military - Venezuelan Air Force,Moscow,Karachi,Lockheed C-130H,68,68,0,38.7434706,-28.36164038,24.8667795,67.0311286,55.7516335,37.6187042
1/15/1976, Bogota, Colombia,Taxi Aereo el Venado,New York City,Cartagena,Douglas C-54A,13,13,0,4.5980478,-74.0760867,10.4236044,-75.524172,40.7305991,-73.9865812
1/1/1976, Al Qaysumah, Saudi Arabia,Middle East Airlines,Mirabella,Pittsburgh,Boeing B-720B-023B,82,82,0,28.309722,46.1275,40.4416941,-79.9900861,45.68767,11.5659211
10/5/1975, Cape Paterson, Australia,Air Express,Hue,Davao,Bristol 170 Freighter 21E,2,2,0,39.1354565,-123.6352913,6.610975,125.4298652,47.1817585,19.5060937
7/15/1975, Batumi, Georgia,Aeroflot,Krasnoyarsk,Bronnoysund,Yakovlev YAK-40,41,41,0,41.6509502,41.6360085,65.4737042,12.2111915,56.0082556,92.8702365
3/16/1975, Barito, Argentina,Military - Argentine Air Force,Bogota,Bombay,Fokker F-27 Friendship 400M,55,55,0,-0.5687364,117.0984341,18.9523804,72.8327112,4.5980478,-74.0760867
3/7/1975, Colina, Chile,Military - Chilian Air Force,Bogota,Pokhara,Douglas C-47A,10,10,0,-37.3621376,-61.5334792,28.2095379,83.9914028,4.5980478,-74.0760867
3/15/1973, Brunswick, Maine,Military - U.S. Navy,Westover AFB,San Juan,Lockheed P-3B Orion,5,5,0,52.27165645,10.52031383,18.38423905,-66.05343987,38.742578,-93.5734949
3/11/1973, Albuquerque,  New Mexico,National Airlines,Chicago,Ata,McDonnell Douglas DC-10-10,128,1,0,35.0841034,-106.6509851,45.9368992,18.297316,41.8755546,-87.6244212
12/8/1972, Delhi, India,Indian Airlines,Athens,Vladivostok,Fokker F-27 Friendship 100,18,18,0,28.6572914,77.2272603,43.1152835,131.8854009,33.9595974,-83.376678
10/21/1972, Athens, Greece,OlympiAirways,Barcelona,San Carlos de Bariloche,NAMC YS-11A-202,53,37,0,33.9595974,-83.376678,-41.1334672,-71.3099936,41.3825596,2.1771353
9/24/1972, Ben Cat, South Vietnam,Air Vietnam (South Vietnam),Kisangani,Cairo,Douglas C-54D-1-DC,13,10,0,11.1532135,106.5903206,30.0488185,31.2436663,0.5184021,25.2057292
6/13/1972, an Loc, South Vietnam,Military - Vietnamese Air Force,Jeddah,Athens,Boeing Vertol CH-47 (helicopter),47,47,0,11.6532458,106.6099206,33.9595974,-83.376678,21.5822247,39.1640396
5/5/1972, Carini, Italy,Alitalia,Cotabato,Djibouti,McDonnell Douglas DC-8-43,115,115,0,38.131172,13.1818847,11.85677545,42.75778452,7.27,124.86
4/26/1972, An Loc, Vietnam,Military - U.S. Air Force,Sao Paulo,Kano,Lockheed C-130E Hercules,6,6,0,11.6532458,106.6099206,11.9918671,8.5303654,-23.5476397,-46.637365
2/10/1972, Adler, Russia,Aeroflot,Jeddah,Dubai,Ilyushin IL-18B,109,109,0,47.5067342,7.697178,25.2683521,55.2961962,21.5822247,39.1640396
1/21/1972, Adana, Turkey,Turkish Airlines (THY),Donetsk,Casablanca,MDonnell Douglas DC-9-32,8,1,0,37.0033484,35.3263252,33.5939157,-7.6176293,48.0158753,37.8013407
1/21/1972, Betania, Colombia,SATENA,Saigon,Seville,Douglas C-47,39,39,0,5.73408585,-75.98205163,37.3886303,-5.9953171,10.7758439,106.7017555
8/28/1971, Copenhagen, Denmark,Malev Hungarian Airlines,Napoli,Westover Field,Ilyushin IL-18D,34,32,0,55.6867243,12.5700724,36.7606099,-76.22628993,40.8441164,14.2422998
6/17/1971, Arica, Chile,SAVCO,Saigon,Brussel,Douglas DC-6,6,6,0,-18.4784237,-70.3211626,50.84404145,4.367201694,10.7758439,106.7017555
6/6/1971, Duarte, California,Hughes Airwest  / Military - US Marine Air Corps,Goma,Johannesburg,McDonnell Douglas DC-9-31 / F4-B,51,50,0,34.1394513,-117.9772873,-26.205,28.0497222,-1.6665893,29.2256875
5/26/1971, Capetown, South Africa,Military - South African Air Force,Bouceif,Fort Worth,Hawker Siddeley HS 125-400B (3),11,11,0,-38.6717208,145.6160882,32.753177,-97.3327459,18.0979661,-15.9683772
2/10/1971, Aarsele, Belgium,British European Airways,Abidjan,Lagos,Vickers Vanguard 951,63,63,0,50.9972412,3.41398842,20.0171109,103.378253,5.4091179,-4.0422099
12/31/1970, Algiers, Algeria,Rousseau Aviaiton,Bata,Manilla,Nord 262E,31,31,0,28.0000272,2.9999825,14.5906216,120.9799696,46.0170337,22.0372925
9/30/1970, Da 9999g, Vietnam,Air Vietnam (South Vietnam),Bloemfontein,Huanuco,Douglas DC-3-DST,38,38,0,16.0679814,108.2119396,-9.5,-75.833333,-29.1163947,26.2154956
9/8/1970, Cuzco, Peru,Lineas Aereas Nacionales SA (Peru),Shanghai,Agana,Lockheed 188A Electra,100,99,2,-13.5212349,-71.9711244,13.47274,144.7520303,31.2253441,121.4888922
7/12/1970, Constanta, Romania,Tarom,Gander,Denver,BAC One-Eleven  424EU,27,18,0,44.173005,28.62139159,39.7391536,-104.9847034,48.9541833,-54.6105421
3/16/1970, Da 9999g, South Vietnam,Military - U.S. Navy,Ashville,Huambo,Lockheed EC-121P,31,23,0,16.0679814,108.2119396,-12.7765392,15.7320468,38.1341201,-85.579584
1/28/1970, Batagai, Russia,Aeroflot,Hargeisa,Petropavlovsk,Antonov AN-24,34,34,0,67.6549095,134.6350713,54.8668104,69.1334984,9.5537463,44.0572714
1/25/1970, Delhi, India,Royal Nepal Airlines,Da 9999g,Irkutsk,Fokker F-27 Friendship 200,23,1,0,28.6572914,77.2272603,52.2895979,104.2805843,16.0679814,108.2119396
9/9/1969, Fairland, Indiana,Allegheny Airlines / Forth Corporation,Simra,Lubumbashi,MD Douglas DC-9-31/Piper Cherokee PA-28,83,83,0,39.0762198,-76.9577534,-11.6642316,27.4826264,27.1649765,84.9787149
6/1/1969, Bradford, Pennsylvania,Allegheny Airlines,Chiclayo,New Delhi,Convair CV-580,28,11,0,53.7941567,-1.7494778,28.6138967,77.2159562,-6.766667,-79.85
5/2/1969, Batan Islands, Philippines,Military - U.S. Air Force,Saint Louis,Brest,Lockheed C-130H,14,13,0,20.424138,121.8382904,48.3905283,-4.4860088,16.187637,-15.2954315
4/15/1969, Chongjin, North Korea,Military - U.S. Navy,Chicago,San Andres,Lockheed EC-121M,31,31,0,41.9858789,129.8908444,12.5932929,121.9630374,41.8755546,-87.6244212
3/20/1969, Aswan, Egypt,United Arab Airlines,Bombay,London,Ilyushin IL-18D,105,100,0,24.0910711,32.8973065,51.5073219,-0.1276474,18.9523804,72.8327112
11/9/1968, Cap d'Antibes, France,Air France,Cuzco,Damascus,Sud-Aviation Caravelle 3,95,95,0,43.5548344,7.1284027,33.5130695,36.3095814,-13.5212349,-71.9711244
10/21/1968, Ban Me Thuot, South Vietnam,Military - U.S. Air Force,Medellin,Paris,Douglas C-47D,23,23,0,12.6796827,108.0447368,48.8565056,2.3521334,6.2443382,-75.573553
10/1/1968, Copper Canyon, Nevada,Military - U.S. Marine Corps,Manchester,Port Etienne,Douglas C-54P,19,19,0,36.228179,-112.3773819,-21.2422312,55.4522292,53.4791466,-2.2447445
9/28/1968, Biafra, Nigeria,Pan African Airlines,Maiquetia,Hamberg,Douglas C-54B,57,57,1,5.3134385,-4.0048374,53.5437641,10.0099133,10.5941608,-66.9554841
8/7/1968, Dharan, Saudi Arabia,Saudi Arabian Airlines,Pohang,Kisangani,Convair CV-340-68B,11,11,0,26.2966528,50.1202146,0.5184021,25.2057292,36.0189315,129.3429384
6/25/1968, Bearcat, South Vietnam,Military - U.S. Army,Union Island,Brussels,Bell UH-1H / Bell UH-1H / Bell UH-1H,29,29,0,29.7284446,-98.6907741,50.84404145,4.367201694,37.8457599,-121.4585588
4/30/1968, Chaklala, West Pakistan,Military - Pakistan Air Force,Yaounde,London,Lockheed Martin L-100-10,22,22,0,33.5878597,73.0872416,51.5073219,-0.1276474,3.8689867,11.5213344
3/10/1968, Camp Evans, Vietnam,Military - U.S. Air Force,Cucuta,Catumbela,de Havilland Canada C-7B Caribou,13,13,11,32.0752009,-81.8187975,-12.4315956,13.5446725,7.8971458,-72.5080387
3/9/1968, Burgas, Bulgaria,Bulair TABSO,Mexico City,La Paz,Ilyushin IL-18,89,47,0,44.4847464,2.14983,-16.495647,-68.133542,19.4325301,-99.1332102
2/29/1968, Bratsk, Russia,Aeroflot,Guernsey,Merida,Ilyushin IL-18D,82,82,0,56.1632985,101.6112811,38.9174665,-6.3443977,49.46229125,-2.5812021
12/29/1967, Dien Bien Phu, Vietnam,Military - U.S. Air Force,Bogota via Neiva,Funchal,Lockheed C-130E-I Hercules,11,11,0,21.3874893,103.0185,32.647002,-16.9095257,2.92521,-75.2880376
4/9/1967, Bao Loc, Vietnam,Military - U.S. Air Force,Nova Lisboa,Quito,Fairchild C-123K,11,11,0,51.0432015,13.6784186,-0.2201687,-78.5120913,-12.7765392,15.7320468
3/13/1967, East London, South Africa,South African Airways,Baku,Kulu,Vickers Viscount 818,25,25,0,-33.0191604,27.8998573,39.00987075,33.04206409,3.4167665,23.8159499
11/24/1966, Bratislava, Czechoslovakia,Transportno Aviatsionno Bulgaro-Soviet Obshchestvo,Chungking,Perm,Ilyushin IL-18B,82,82,0,48.1359085,17.15974406,58.0149643,56.2467244,22.29636555,114.1728539
11/22/1966, Aden, Yemen,Aden Airways,Agadir,Sao Paulo,Douglas DC-3,30,30,0,12.8331607,44.9166065,-23.5476397,-46.637365,30.4218772,-9.5850476
11/15/1966, Dallgow, Germany,Pan American Airways,Hong Kong,Ibague,Boeing 727-21,3,3,0,52.5406088,13.0604834,4.4435487,-75.2411321,22.2793278,114.1628131
11/11/1966, Chatham, Massachusetts,Military - U.S. Air Force,Rome,Omaha,Lockheed EC-121H,19,19,0,31.9668887,-81.0626008,41.2587317,-95.9378732,41.8933439,12.4830718
6/16/1966, Columbia City, Indiana,Zantop Air Transport,Nome,Atlanta,Curtiss C-46A,3,3,0,41.1572639,-85.4883072,33.7490987,-84.3901849,64.5011111,-165.4063889
4/5/1966, Di Linh, South Vietnam,Military - U.S. Army,Perpig9999,Isiro,Boeing CH47A (helicopter),20,20,0,11.5807423,108.074616,2.7742702,27.6208169,42.6953868,2.8844713
1/15/1966, Cartagena, Colombia,AVIANCA,Panchkhal,Monrovia,Douglas DC-6-54B,64,56,0,10.4236044,-75.524172,6.3280343,-10.7977882,27.6575601,85.6236287
12/8/1965, Cuiaba, Brazil,Paraense Transportes AÃƒâ€¡Ã‚Â¸reos,Paris,Roanoke,Curtiss C-46A,13,13,0,-15.5986686,-56.0991301,37.270973,-79.9414313,48.8565056,2.3521334
10/19/1964, Belgrade, Yugoslavia,Military - Soviet Air Force,Douala,Goma,Ilyushin IL-18,33,33,0,44.8178787,20.4568089,-1.6665893,29.2256875,4.05372875,9.664306826
9/15/1964, Condoto, Colombia,AVIANCA,Brussels,Glenn Falls,Douglas C-47A,2,2,0,5.09567995,-76.51148362,33.507187,-82.2199181,50.84404145,4.367201694
3/2/1964, Ankara, Turkey,Turkish Airlines (THY),Philippines,Alexandria,Douglas C-47A,3,3,0,39.9220794,32.853758,31.1990035,29.8943785,12.7503486,122.7312101
2/22/1964, Forsyth, Montana,Commercial Air Taxi,Ketchikan,Lago Agrio,Beechcraft C35,2,2,0,34.235309,-84.1335644,0.0849558,-76.883504,55.3430696,-131.6466819
10/18/1963, Aswan, Egypt,Military - Soviet Air Force,Bombay,Bangkok,Antonov AN-12,31,31,0,24.0910711,32.8973065,13.5859219,100.4160866,18.9523804,72.8327112
7/27/1963, Bandra, India,United Arab Airlines,Churchhill,Bluefields,de Havilland Comet 4C,63,63,0,19.0549792,72.8402203,12.0130526,-83.7649647,51.1578476,-4.121371
6/16/1963, Aysen, Chile,Military - Chilean Air Force,Tikis,Cauayan,Douglas C-47A,20,19,0,-46.1434628,-74.36485953,9.98578105,122.4926651,42.8308185,80.0507393
3/5/1963, Buca, Cameroon,Air Afrique,Jinhae,Veracruz,Douglas DC-6B,55,55,0,38.3385885,27.24331775,19.333333,-96.666667,35.1574563,128.7019535
2/3/1963, Davao City, Philippines,Philippine Air Lines,Luanda,Cali,Douglas DC-3,27,27,0,7.22650725,125.4548877,3.4319329,-76.5113048,-8.8271656,13.2436665
12/22/1962, Brasilia, Brazil,Varig,New Orleans,Chicago,Convair CV-240-2,40,1,0,-10.3333333,-53.2,41.8755546,-87.6244212,29.9499323,-90.0701156
10/9/1962, Alcoche, Bolivia,Aerolineas Abaroa,Novosibirsk,Rome,Douglas C-47A,4,4,0,-16.4782971,-68.1197336,41.8933439,12.4830718,55.0282215,82.9234476
6/28/1962, Adler, Russia,Aeroflot,Marseille,Dubai,Antonov AN-10A,81,81,0,47.5067342,7.697178,25.2683521,55.2961962,43.2961743,5.3699525
5/15/1962, Cairo, Egypt,United Arab Airlines,Oslo,Uribe,Douglas DC-3,3,3,0,30.0488185,31.2436663,43.0984648,-2.772139041,59.9132694,10.7391112
7/19/1961, Azul, Argentina,Aerolineas Argentinas,Manila,Beirut,Douglas DC-6,67,67,0,7.2632869,-72.7060341,33.8959203,35.47843,14.5906216,120.9799696
10/6/1960,  Mackay, Qld. Australia,Trans Australia Airlines,Pelee Island,Windsor,Fokker F-27 Friendship 100,29,29,0,-21.141956,149.1865149,42.3032758,-83.0285111,41.8171158,-82.6457748
9/29/1960, Elba, Italy,United Arab Airlines,Ramstein AB,New Delhi,Vickers Viscount 739B,21,21,0,42.7715975,10.295305,28.6138967,77.2159562,49.44094805,7.602079524
8/29/1960, Dakar, Senegal,Air France,Chicago,Madrid,Lockheed 1049G Super Constellation,63,63,0,14.6930042,-17.447026,40.4167047,-3.7035825,41.8755546,-87.6244212
8/17/1960, El Kelaa, Morocco,Military - French Naval Aviation,Bangkok,Kathmandu,Avro Lancaster 1,20,20,0,36.7209391,5.9273344,27.7076762,85.3148882,13.5859219,100.4160866
6/7/1960, Barnegat City, New Jersey,Military - U.S. Navy,Boise,Detroit,Goodyear ZPG-3W (airship),21,18,0,37.5349982,-122.2448996,42.3486635,-83.0567375,43.615046,-116.2044429
4/28/1960, Calabozo, Venezuela,Linea Aeropostal Venezolana,London,Cuenca,Douglas DC-3,13,13,0,8.5843653,-76.3139852,40.0681156,-2.1348241,51.5073219,-0.1276474
1/26/1960, Bathurst Island, Australia,Transportes AÃƒâ€¡Ã‚Â¸reos de Timor,Bratislava,Kingston,de Havilland DH-114 Heron 2D,9,9,0,-16.0361199,123.5294631,17.9712148,-76.7928128,48.1359085,17.15974406
8/27/1959, Asuncion, Paraguay,Aerolineas Argentinas,Bangkok,Bangkok,de Havilland DH-106 Comet 4,50,2,0,-25.2960638,-57.6311446,13.5859219,100.4160866,13.5859219,100.4160866
8/12/1959, Cartagena, Colombia,Sociedad Aeronautica Medellin,Memphis,Douala,Curtiss C-46A,45,45,0,10.4236044,-75.524172,4.05372875,9.664306826,35.1490215,-90.0516285
3/29/1959, Banga, Central African Republic,Union Aeromaritime de Transport,N'Djamena,Lobito,Nord 2501 Noratlas,9,9,0,11.60317025,122.3333174,-12.3506867,13.5464318,12.1191543,15.0502758
11/1/1957, Buenos Aires, Argentina,Fuerza AÃƒâ€¡Ã‚Â¸rea Argentina,Rome,Kansas City,Vickers 615 Viking 1B,33,17,1,-34.612869,-58.4459789,39.0844687,-94.5630298,41.8933439,12.4830718
10/30/1957, Campeche, Mexico,Transportes Aereos Mexicanos,Quito,Da 9999g,Fairchild C-82A,3,3,0,19,-90.5,16.0679814,108.2119396,-0.2201687,-78.5120913
6/22/1957, Clarksburg, Maryland,Capital Airlines,9999cy,Bandung,Douglas C-47A,3,3,0,39.2806451,-80.3445341,-6.9344694,107.6049539,48.6928048,6.1838123
3/17/1957, Cebu, Philippines,Military - Philippine Air Force,Anapa,Anchorage,Douglas C-47 Skytrain,25,24,0,10.45,123.84,61.218056,-149.9002806,44.8942722,37.3168873
11/24/1956, Eglisau, Switzerland,Ceskoslovenske Aerolinie,Tapachula,Salisbury,Ilyushin IL-12B,23,23,0,47.5733207,8.5239827,51.0736612,-1.7951176,14.9099409,-92.2649713
2/24/1956, Aleppo, Syria,Syrian Airways,Veracruz,Eielson,Douglas DC-3,19,19,0,36.197971,37.1656697,64.6755195,-147.0571961,19.333333,-96.666667
2/14/1956, Fort Chimo, Canada,Spartan Air Services,Hat Yai,Bacolod,Douglas C-47-DL,3,2,0,58.1037948,-68.4057159,10.6762836,122.9513786,7.0030951,100.4567271
11/30/1955, Ballico, California,Military - U.S. Air Force,Manokwari,Port Harcourt,Boeing RB-52B,10,10,0,37.4543809,-120.7060337,4.7676576,7.0188527,-0.8571545,134.0787709
11/8/1955, Edelweiler, West Germany,Military - U.S. Air Force / Military - U.S. Air Force,Bulchi,Kano,Fairchild C119G / Fairchild C119G,66,66,0,48.5376642,8.5424723,11.9918671,8.5303654,36.3231001,74.8732983
6/10/1955, Centennial, Wyoming,United Air Lines,Cotonou,Prague,Douglas DC-4,66,66,0,39.5680644,-104.9778307,50.0874401,14.4212556,6.367682,2.4252292
5/21/1955, Barcelona, Venezuela,Linea Aeropostal Venezolana,Dzhida,Miami,Douglas C-47-DL,13,4,0,41.3825596,2.1771353,25.7742658,-80.1936589,50.4478895,104.2442704
5/2/1955, Calabar, Nigeria,West African Airways,Cochabamba,Cuenca,Bristol 170 Freighter 21E,13,13,0,4.9795999,8.3373597,40.0681156,-2.1348241,-17.3935419,-66.1570139
12/18/1954, Bolivar, Venezuela,Linea Aeropostal Venezolana,Bogata,Memphis,Douglas C-47A,2,2,0,33.7702263,-90.8519798,35.1490215,-90.0516285,44.2068165,27.11670402
10/1/1954, Elba, Italy,British Overseas Airways,Tual,Kathmandu,de Havilland DH106 Comet 1,35,35,0,13.6863551,44.6350666,27.7076762,85.3148882,-5.5895059,132.823647
9/8/1954, Azores, Portugal,AVIANCA,Darwin,El Paso,Lockheed 749A-79 Constellation,30,30,0,38.7434706,-28.36164038,31.8111305,-106.5013493,-12.46044,130.8410469
8/23/1954, Dutch Coast, North Sea,KLM Royal Dutch Airlines,Banjarmasin,Manila,Douglas DC-6B,21,21,0,44.629259,-124.061735,14.5906216,120.9799696,-3.3197681,114.591343
6/19/1954, Folkestone, England,Swissair,Kinshasa,Helsinki,Convair CV-240-4,9,3,0,51.0887105,1.1663557,60.1666277,24.9435079,-4.3217055,15.3125974
6/1/1954, Aldbury, England,Military -Royal Air Force,Belem,Iwakuni,Vickers Valetta,17,16,0,51.8022069,-0.6015429,34.1484223,132.2005462,31.710799,35.1988002
4/30/1954, Calcutta, India,Darbhanga Aviation,Santiago,Miami,Douglas C-47A-30-DK,11,5,0,22.568746,88.3462999,25.7742658,-80.1936589,-33.4377968,-70.6504451
6/15/1953, Copiapo, Chile,LAN,Johannesberg,Prague,Lockheed 18 Loadstar,7,7,0,-27.3664587,-70.3323001,50.0874401,14.4212556,-26.205,28.0497222
3/8/1953, Fethiye Point, Turkey,Air France,Dnepropetrovsk,Nagoya,Lockheed L- 749A Constellation,42,4,0,36.6253817,29.20900403,35.183333,136.9,48.4680221,35.0417711
1/9/1953, Barcelonnette, France,Air France,Bogota,Ibague,Lockheed 749A Constellation,42,42,0,44.3862043,6.6513554,4.4435487,-75.2411321,4.5980478,-74.0760867
12/25/1952, Caracas, Venezuela,Avensa,Beijing,Destin,Douglas DC-3,5,3,0,10.506098,-66.9146017,30.3935337,-86.4957834,39.9059093,116.3913489
11/15/1952, Anchorage, Alaska,Military - U.S. Air Force,Tripoli,Japan,Fairchild C-119C,20,20,0,61.218056,-149.9002806,36.5748441,139.2394179,32.896672,13.1777923
10/29/1952, Flagstaff, Arizona,Military - U.S. Air Force,Sharjah,Birgas,Boeing KC-97G Stratofreighter,16,16,0,35.199458,-111.6514259,30.0356295,31.2334064,25.21749685,55.79544102
6/9/1952, Farnsborough, England,Private - de Havilland Aircraft,Dubai,Craig,de Havilland 110,1,1,52,43.0189591,-81.1980276,55.489642,-133.1288512,25.2683521,55.2961962
4/29/1952, Carolina, Brazil,Pan American World Airways,Houston,Doha,Boeing 377-10-26 Stratocruiser,50,50,0,18.36402775,-65.95264675,25.3014957,51.4996674,29.7589382,-95.3676974
10/27/1951, Flores, Guatemala,Military - Guatemalan Air Force,Khewra,Abakan,Douglas C-47,27,25,0,17.16434955,-89.52368849,53.7152883,91.4388763,32.629181,73.0225154
6/5/1951, Albuquerque, New Mexico,Military - U.S. Air Force,Algiers,Alma Ata,Convair B-36D,25,23,0,35.0841034,-106.6509851,43.2362314,76.9457599,28.0000272,2.9999825
1/28/1951, An tung, Taiwan,Military -Royal Air Force,Jeddah,Athens,Short Sunderland 9 (flying boat),16,16,0,-19.9160819,-175.2026424,33.9595974,-83.376678,21.5822247,39.1640396
12/6/1950, Bahrain,,Air France,Vientiane,Washington D.C.,Douglas DC-4-1009,52,46,0,26.1551249,50.5344606,38.8949549,-77.0366456,17.9640988,102.6133707
12/3/1950, Cardiff, Wales,Fairflight Ltd.,Davao,Nairobi,Avro 689 Tudor 5,83,80,0,51.4835299,-3.1836873,-1.2832533,36.8172449,6.610975,125.4298652
7/18/1950, Bocoio, Angola,DTA Angola Airlines,San Diego,Palermo,Douglas DC-3,9,9,0,-12.4690414,14.1370622,38.11127,13.3534422,32.7174209,-117.1627714
6/14/1950, Bahrain,,Air France,Cayenne,Havana,Douglas DC-4-1009,53,40,0,26.1551249,50.5344606,23.1379911,-82.3658562,4.9371143,-52.3258307
5/8/1950, Fairfield, California,Military - U.S. Air Force,Katmandu,Brazzaville,Boeing B-29MR,20,12,7,38.2493581,-122.0399663,-4.2694407,15.2712256,27.7076762,85.3148882
4/21/1950, Atsugi, Japan,Military - U.S. Air Force,Batavia,Wainwright,Douglas C-54D,35,35,0,35.4603975,139.3175055,52.8374281,-110.8612063,41.8500284,-88.3125738
3/28/1950, Cap-Ferret, France,SEMAF,Lisbon,Delhi,Latecoere 631 (sea plane),12,12,0,40.4662424,-124.367277,28.6572914,77.2272603,38.7130574,-9.1380056
1/12/1950, Chamaran, Iran,Iran Air,Laredo,Elizabethville,Douglas DC-3,8,8,0,48.95879765,-74.06240828,40.5489742,-76.8119151,27.5060991,-99.5088979
12/7/1949, Bombay, India,KLM Royal Dutch Airlines,San Andres Island,Salt Lake City,Lockheed L-749-79-33 Constellation,45,45,0,18.9523804,72.8327112,40.7670126,-111.8904308,13.9365213,121.7961271
9/27/1949, Castilla, Argentina,Flota AÃƒâ€¡Ã‚Â¸rea Mercante Argentina,Mogadishu,Houston,Douglas C-54A-1-DO,27,5,0,-38.95939155,-67.93331625,29.7589382,-95.3676974,2.0427779,45.3385636
8/21/1949, Bigstone Lake, Manitoba,Military - Royal Canadian Air Force,Barcelona,Cozumel,Consolidated Canso (amphibian),21,21,0,55.06836885,-105.3945321,20.4488829,-86.9121241,41.3825596,2.1771353
8/13/1949, Bogota, Colombia,SAETA,Caracas,Crespo,Douglas C-47,32,32,0,4.5980478,-74.0760867,10.44734055,-75.51767666,10.506098,-66.9146017
8/2/1949, Copenhagen, Denmark,Scandinavian Airlines (SAS),Marseille,Walikale,Vickers 628 Viking 1B,27,27,0,55.6867243,12.5700724,-1.4300801,28.0764028,43.2961743,5.3699525
2/24/1949, Cuzco, Peru,TAM (Peru),Hamilton,Honolulu,Douglas C-47,26,22,0,-13.5212349,-71.9711244,21.304547,-157.8556764,43.254687,-79.8678197
2/19/1949, Coventry, England,British European Airways / Military - British,Helena,Pointe a Pitre,Douglas DC-3 / Avro Anson,14,14,0,52.4145039,-1.518763323,16.2408636,-61.5334077,46.5927122,-112.036109
12/15/1948, Bogata, Colombia,LANSA,Caracas,Lima,Douglas C-47,30,30,0,44.2068165,27.11670402,-12,-76.833333,10.506098,-66.9146017
10/27/1948, Edmonton, Canada,Northwest Orient Airlines,Phalaborwa,Beirut,Douglas C-54A,5,2,0,53.5343609,-113.5065085,33.8959203,35.47843,-23.9485017,31.137577
8/31/1948, Elizabethville, Belgium Congo,Sabena,Kalibo,Colombo,Douglas DC-3 (Douglas C-47A-10-DK),13,13,0,42.7715975,10.295305,6.934287,79.8532704,11.79354705,122.4413783
5/4/1948, Berlin, Germany,British European Airways / Military - Soviet Air Force,Cairns,Calabar,Vickers Viking 1B & Soviet YAK-3 fighter,15,15,0,52.5170365,13.3888599,4.9795999,8.3373597,-16.9204963,145.7719011
2/15/1947, Bogota, Colombia,AVIANCA,San Antonio,Gulfport,Douglas DC-4,53,53,0,4.5980478,-74.0760867,30.3674198,-89.0928155,29.4246002,-98.4951405
9/6/1946, Abeokuta, Nigeria,Military -Royal Air Force,Lagos,Sokoto,Douglas C-47 Dakota,18,18,0,7.161,3.348,13.0611195,5.3152203,20.0171109,103.378253
1/6/1946, Amalfi, Italy,Military - U.S. Army Air Forces,Artigas,Asuncion,Douglas C-54-DO (DC-4),38,30,0,40.634808,14.604141,-25.2960638,-57.6311446,-30.6170756,-56.9373451
12/7/1945, Florence, South Carolina,Eastern Air Lines / Military - U.S. Army Air Corps,Kassala,Kotzebue,Douglas DC-3-201C /  Army A-26,10,3,0,43.7698712,11.2555757,66.8982057,-162.5977621,15.41184715,35.65870815
11/11/1945, Castel, Libya,Military -Royal Air Force,Cologne,Amsterdam,Short Stirling,29,29,0,48.0194908,-4.6167273,52.374436,4.897995603,50.9383611,6.9599738
5/30/1945, Drewin, Ivory Coast,Military - U.S. Army Air Forces,Kharkiv,Jimma,Douglas C-47B-dK,21,21,0,53.2785252,13.1037465,8.051086,37.13262896,49.9902794,36.2303893
3/11/1945, Chuka, India,Military - U.S. Army Air Forces,Bogota,Winston/Salem,Douglas C-54G,44,44,0,41.9086357,24.9013284,36.0998167,-80.2441445,4.5980478,-74.0760867
8/8/1944, Antilla, Cuba,Pan American World Airways,Lajes,Comodoro,Sikorsky S-42 (flying boat),31,17,0,-13.6456069,-72.5728182,-13.6581107,-59.786883,38.7669312,-27.1031772
5/27/1944, Calcutta, India,China National Aviation Corporation,Miller field,McGuire AFB,Douglas DC-3,14,14,0,22.568746,88.3462999,40.0425795,-74.58424723,42.8575053,-100.5476333
10/15/1943, Centerville, Tennessee,American Airlines,Los Angeles,Rivadavia,Douglas DC3-G102,15,15,0,31.2579584,-95.978292,-23.6367482,-62.87851209,34.053717,-118.2427266
9/22/1943, Calcutta, India,Military - U.S. Army Air Forces,Cozumel,Porto Velho,Douglas C-53,20,20,0,22.568746,88.3462999,-8.7494525,-63.8735438,20.4488829,-86.9121241
1/22/1943, Chaparra, Peru,Pan American Grace Airlines,Villafranca,Moron,Douglas DC-3A,15,14,0,37.566933,-6.5464521,18.5602014,-74.2581337,37.588141,13.28925
3/3/1942, Broome, Australia,Military - U.S. Army Air Force,Chicago,Rome,Consolidated B-24 Liberator,33,19,0,42.1455623,-75.8404114,41.8933439,12.4830718,41.8755546,-87.6244212
2/20/1942, Belmont, Australia,Qantas,Florencia,Puerto Princesa,deHavilland DH-86,9,9,0,48.4095731,7.2348771,9.7376025,118.7350414,43.7698712,11.2555757
10/29/1940, Changyi, China,China National Aviation Corporation,Edmonton,Ensenada,Douglas DC-2,14,9,0,36.854566,119.393867,31.860742,-116.6248246,53.5343609,-113.5065085
4/11/1940, Centerville, Utah,United Air Lines,Accra,Eindhoven AB,Douglas DC-3,10,10,0,31.2579584,-95.978292,51.42482222,5.547656288,5.5600141,-0.2057437
